Name,Comment,Time,Likes,Reply Count
ℤᎯᏦℐℰ ᎶᎯℳℬᎾℕᏦ,Inden ahh 1,2022-11-21T16:44:36Z,0,0
Janest Afriadi,Untung belum kebeli yg model kemaren😁,2022-11-21T16:43:36Z,1,0
3child_youngerstrajet,Sepintas kayak velos,2022-11-21T16:41:50Z,0,0
Fikri Tri Djatmiko,"Jarak fender roda bagian lingkaran kiri kanan aga mepet ya lingkarannya, kalo ganti velg ring besar mungkin bakal mentok",2022-11-21T16:41:40Z,3,0
Iwayanniko Suryawan,"Semakin gagah, fitur makin banyak , good toyota",2022-11-21T16:40:27Z,21,17
Asep Gani,Griil nya mirip land cruiser 🔥,2022-11-21T16:40:27Z,7,0
Lukman Wijaya,Yang Q sih mantep bgt,2022-11-21T16:38:55Z,0,0
SR,Mantapp..gaja beli fortuner..mending2 beli ini.. HP gede torsi melimpah... Udah ga jamannya disel..,2022-11-21T16:34:44Z,0,0
Wahid Suhartono,Dari belakang lebih mirip Toyota Rush/Daihatsu Terios daripada Land Cruiser.,2022-11-21T16:34:01Z,1,1
Kampret Kau,Rip bagi pecinta biosolar subsidi,2022-11-21T16:33:43Z,0,0
Paijo,Kok otoman di tipe v atau Q?,2022-11-21T16:33:07Z,0,0
Dinico Kartika,"Mesin masih mempertahankan n/a, bisa isi pertalite ini cocok buat pasar indonesia👍",2022-11-21T16:31:57Z,4,0
Agung Manggung,"Klo penumpang penuh dgn membawa beban diatap nya ditambah di tanjakan, apakah sanggup kah? Seperti dijalan sitinjau lauik sumatera barat... apakah mampu?",2022-11-21T16:31:47Z,0,0
David Delbert,tetep kijang super ga ada dua nya,2022-11-21T16:31:31Z,0,0
regi sudriant,Sangat mirip rush,2022-11-21T16:31:26Z,1,0
bowo brewok,"<a href=""http://www.youtube.com/results?search_query=%23teamcortez"">#teamcortez</a>",2022-11-21T16:31:06Z,0,0
John Q,Sudah ada dua nya,2022-11-21T16:30:46Z,0,0
Adam Masyeha,Sekarang uda gak ada cerita miskin fitur yaa guys 😂,2022-11-21T16:29:34Z,0,0
behappysmille,menurut saya exterior malah  cakep enak diliat gak bosenin kalau dalamnya itu monitor terlalu tinggi mungkin turun dikit nampak lebih bagus,2022-11-21T16:28:46Z,5,0
rio bro,Wuling terguling-guling..,2022-11-21T16:28:09Z,0,0
Agung Fernuza M,Anjir dak pernah sepengen ini mau beli kijang.,2022-11-21T16:27:36Z,0,0
Kenzie Georgio Anthony,Dengan hyundai palisade gmana om sama² monokok,2022-11-21T16:27:16Z,0,0
asdflux,Ya ya klo udah rasain nyamanny fwd pasti ga mau lg ngerasain kopel+gardan ngung ngung ngung n ladder frame yg kaku bantinganny,2022-11-21T16:25:45Z,0,0
Xenon,alamak fwd,2022-11-21T16:25:45Z,0,0
Bambang Prijambodho,12.00...halo S.R....🙂,2022-11-21T16:24:58Z,0,0
Ruslan,"Ok i think this time to say good bye for toyota innova diesel 😥😥. Padahal ini ADALAH SALAH SATU mobil dari toyota yang paling laris penjualan nya pada saat awal peluncuran nya, dan sangat di sukai oleh masyarakat indonesia &quot;YANG SELAIN ORANG INDONESIA ITU MELIHAT MOBIL DARI BODY MOBIL JUGA MELIHAT DARI SEGI DESAIN&quot; Yg Memang Dari &quot;ALL NEW TOYOTA INNOVA ZENIX&quot; Masih terbilang BAGUS dan ADA aura DESAIN dari  INNOVA yang gen sebelumnya. Namun ENTAH KENAPA WALAU &quot;TOYOTA INNOVA ZENIX INI&quot; Bernama KIJANG dan  yng kita kenal kalau KIJANG adalah MPV Yang tingkatnya 1 tingkat di atas AVANZA dan banyak fitur yang di tambahkan tapi saya MERASA INI SEPERTI KURANG berwibawa lagi di banding yang GEN sebelumnya ( EXTERIOR = HAMPIR ADA SEPERTI ADA AURA AVANZA NYA ) Bahkan &quot; Bung Fitra Eri &quot; SPILL hal yang sama 😥😥😥😐🙏 Mohon Maaf Jika Saya Salah Dalam Berkomentar Saya Enggak Bermaksud Menjelekan.Merendahkan/Menghina Toyota, karna saya juga suka TOYOTA KARNA Memang sudah terbukti KUALITASNYA 🙏🙏🙏🙏",2022-11-21T16:24:47Z,2,1
Jagal,Just another FWD+CVT+Monocoque.,2022-11-21T16:24:25Z,0,0
Jembangan Kebumen Official,Bener : kijang kehilangan kepala kijangnya..😀 ertiga feat pajero,2022-11-21T16:21:09Z,1,0
ibra saverio,RoadTrip bertiga ke Sumatra tanjakan Sitinjau tempat bang Ridwan kemarin dateng donk. FWD kan??? Tes nanjak lah..,2022-11-21T16:20:58Z,0,0
CV Valindo Inti Pratama,"V Diesel 2019 putih plat L rencana mau tukar tambah dgn Q Zenix, saya nambah brp juta ya Bang?",2022-11-21T16:20:52Z,0,0
Yazid Umar Sabillah,Seperti Mitsubishi,2022-11-21T16:20:26Z,0,0
Free D Tya,Kayaknya bakal ada Road Trip bertiga lagi nih pake mobil ini... bareng channel AutonetMagz dan MotoMobi...,2022-11-21T16:19:37Z,2,0
ganool ganoooll,Skip tunggu innova EV,2022-11-21T16:17:21Z,0,0
Mini Farming,Nonton bang fitra lebih asik....,2022-11-21T16:15:58Z,0,0
Fomo,akhirnya kursi paling belakang bisa di lipet ke bawah ga diangkat ke samping2.. manfaat ganti ke monokok kali ya,2022-11-21T16:15:44Z,0,0
Sandy Surjadi,"Body exterior kurang punya identitas sbgai sebuah kijang innova..depan mirip veloz, blkng mirip rush..dan terlalu dipaksakan ke arah model crossover/suv, lebih elegan punya ciri khas sendiri sbgai sebuah mpv, tanpa perlu terlalu banyak add-on tp interior mantap 👍👍",2022-11-21T16:15:10Z,1,0
Natalia Vina Concetta,Eksterior na bagus.. 😊😊,2022-11-21T16:15:01Z,0,0
Rian Prio Bramantio,Siap siap nanti akan ada collab bertiga sama om mobi dan ridwan hanif untuk Epic Journey sama Innova Zenix 😁😁,2022-11-21T16:14:57Z,2,0
Ken & Grat Diary,😂 akhirnya ga tahan inden,2022-11-21T16:14:38Z,1,0
Putra M Z,Gasabar epic journey pake ni mobil,2022-11-21T16:13:40Z,0,0
asrori_ najib,Cumi cumii berubah jadi belutt listrikkk,2022-11-21T16:13:37Z,0,0
tata bagaskara,bagian blakang dr samping mirip rush dong... whyyyyyyyyy,2022-11-21T16:13:29Z,1,0
Pandu Aji Saputro,"Barusan cek venturer diesel 2022 di situs jual beli, aje gile tembus 600jt bahkan ada yg buka harga 650jt",2022-11-21T16:12:05Z,0,0
indominihouse,Toyota klo desain slalu kurang proposional.. bagus di facia depan tp desain samping kurang mengalir ssuai fasia depany.. memang desain masing2 punya selera tp bisa belajar dr honda. Hampir smua produk desainy proposional dr berbagai sudut. Untuk rush baru desain sdh proposional tp dimensi lebary sperti calya.. bingung sma desain toyota.. pengecualian untuk innova atau kijang model lama yg modely timeless dan proposional..,2022-11-21T16:10:12Z,2,0
Andri Riyadi,Hilang sudah DNA seekor kijang 🥲,2022-11-21T16:09:30Z,1,0
putra sindoro,"Kok dari belakang sepintas mirip punyaan 3brelian seri Dakar yg dipesekin, dari samping Avanza banget. Depannya paket gado2 (voxy+Datsun go+Corolla cross++Subaru) wesssssssss mumetttttt, kepala desain nya.",2022-11-21T16:09:13Z,1,0
Michael Diko,"Suspensi dpnnya msh pakai double wishbone ngga ya kira2?, pengalaman pakai innova suspensi dpnnya empuk bgt",2022-11-21T16:09:12Z,0,0
reinaldytees,Kijang,2022-11-21T16:08:40Z,0,0
Mas Joan,Om setelah ini review Inova zenix bensin dong,2022-11-21T16:07:16Z,0,0
Qiandra Asheqainnara,Pengen ngumpulin orang yg suka nonton tp gak like...😂,2022-11-21T16:06:42Z,0,0
A 6 USM,Kijang kotak aja blm kebeli ehh dah keluar lagi new innova 🤦,2022-11-21T16:04:43Z,1,0
arifai .L,Di tunggu riview lengkapnya pak.,2022-11-21T16:03:41Z,0,0
Aan farchan,"Sedikit koreksi om di menit <a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=1m59s"">1:59</a> om fitra bilang di semua trim type ada 2 mesin pilihan , tapi untuk yg type q bensin gaada om 🙏",2022-11-21T16:02:30Z,0,0
dimas fajarsidik,Apakah akan tetap menjadi selogan kijang kendaraan yang bandel dan badak seperti generasi sebelumnya?,2022-11-21T16:02:23Z,0,0
Agun Pribadi,"Biasanya orang beli Diesel, Bensinnya Hemat, ada yang aneh dengan kalimat ini, walaupun saya faham arti kalimat diatas..kata bensin menggantikan kata BBM mohon koreksi Fitra Eri untuk penggunaan kata yang baik dan benar.<br>Anda reviewer mobil bukan abal2 jadi gunakanlah bahasa Indonesia yang baik dan benar...",2022-11-21T16:02:21Z,0,0
Ains Adifen,Bannya kecil,2022-11-21T16:02:11Z,0,0
RF ▪︎ 19,"Nahhh, mantap ini. Untuk seri Hybrid mantap itu, pengalaman pakai bensin boros. Ditunggu tahun mendatang, Innova EV👍👌",2022-11-21T16:01:19Z,7,1
Paulus Sugiarto,"God bye cumi2 darat,",2022-11-21T16:01:07Z,0,0
류성기,"Bgmn performa mobil hybrid ketika mesin sudah dibejek &amp; baterai habis?? Apakah harus nunggu regenerative braking dulu utk ngecas baterai motor listriknya?? Scr kan ini bukan plug in hybrid. Apalagi kalau dipakai di tol trans jawa misalnya, apakah hny km2 awal saja mesinnya jos kenceng lalu saat sdh tengah ke akhir loyo tinggal mesin bensinnya saja yg tenaganya bahkan lebih kecil dri versi bensin non hybrid..",2022-11-21T16:00:11Z,0,0
King Hendri Official,"Ini liputan yg paling bener di ulas sama om fitra<br>Dari pada yg sebelah tetep nyinyir so iyeh, bukan kasih tahu tehnologi dll",2022-11-21T15:57:33Z,0,0
Tema Jaya Group,Wuling Almaz Hybrid Tertawa lihat ini semua.. ahaha.. siap2 Cortez Hybrid akan menggunting si zenix.. ahaha,2022-11-21T15:56:21Z,0,0
Blackgamers,Cvt mahalnya bukan main klo rusak lebih enak manual 😊😊😊,2022-11-21T15:55:59Z,0,0
sholahdynt 99,harus nya beres azan baru review bang,2022-11-21T15:55:05Z,0,0
Reys Experiences,Bapak bapak automupeng,2022-11-21T15:55:04Z,0,0
Alif Akbar Nugroho,"Mantapppp, langsung jatuh cinta dengan Tipe V Hybrid Warna Putih 😁👍👍👍",2022-11-21T15:54:14Z,16,1
Hexohm Stabwood,Depann Mirip veloz,2022-11-21T15:54:11Z,0,0
chendra widyoputra,"<a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=13m58s"">13:58</a> itu kenapa jarumnya gerak gerak begitu ya?",2022-11-21T15:54:06Z,0,0
versi kita,Epic journey coming soon,2022-11-21T15:53:59Z,0,0
Hexohm Stabwood,Mending Fortuner 😄,2022-11-21T15:53:43Z,0,0
Luki Robot,Gile harga nyh makin mirip sama Pajero😃,2022-11-21T15:53:42Z,0,2
Happy Sastra,Gk terbayang klau jarang di pakai gmn akinya n brp harga aki nya ya....😊😊😊,2022-11-21T15:53:23Z,0,1
Blenk Kong,Kasian yg baru ambil inova om skrng malah keluar yg baru lg... Blm juga lunas udah di kasi yg baru.... Kami yg ada di dunia rental sungguh sedih mengikuti produk yg selalu baru dan tidak pernah di beri ketenangan 😭😭,2022-11-21T15:53:21Z,0,1
Andik Setiyo Handoko,Tampilan ekterior depan menurut saya ada sedikit kemiripan Veloz,2022-11-21T15:53:20Z,0,0
gandy nikkilaus,"Sekali liat langsung sukaa... desainnya bagus dan ga aneh2 , ga perlu mikir lagi.... calon laris manis👍👍",2022-11-21T15:52:52Z,5,1
Rocky Yoshida,Ni$$@n kick epower dgn harga yg sama ya Goodbye sayang,2022-11-21T15:52:36Z,0,0
Cicih Sumiarsih,kok belakangnya agak mirip kyk rush sama terios ya🤔,2022-11-21T15:51:52Z,0,0
Hexohm Stabwood,Mobil.plat merah😂😂😂,2022-11-21T15:51:29Z,1,0
Frotasty,"<a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=0m11s"">0:11</a> wehh weh siapa tuh yang lewat? 😂",2022-11-21T15:50:43Z,0,0
Cabri Ck,Yg lama minyak kuat om,2022-11-21T15:50:41Z,0,0
Nanang Fauzii,Mungking thn dpan Fortuner Pazero Rush atuh Terios sudah jadi fwd bukan lagi rwd,2022-11-21T15:49:51Z,0,0
Vlogger Kampung,Udah keluar lagi aja yg baru nih..,2022-11-21T15:49:48Z,0,0
Aldi Padhila,Untuk yang rumh nya di pegunungan gimna tuh srkrng ga ada manual,2022-11-21T15:49:37Z,0,0
Z78,Varian Manual nya ada ngak,2022-11-21T15:48:23Z,0,0
acolaw 88it,kijang kapsul diesel yg terbaik,2022-11-21T15:47:33Z,0,0
Suryadi sb,gak fokus karna dengar azan,2022-11-21T15:46:59Z,0,0
Diyan doyan chanel,Fortuner kalau tidak facelift akan merasa insecure,2022-11-21T15:46:49Z,0,0
maximov,Yang warna silver keren,2022-11-21T15:46:41Z,0,0
News Anchor Indonesia,Innova Ala² SUV Pesaing Honda CRV dan X Trail almaz,2022-11-21T15:46:20Z,0,0
Mirza Kurniawan,Sebaiknya yg duduk di jok baris kedua dan ketiga menggunakan safety belt,2022-11-21T15:46:03Z,0,0
MFD,Alhamdulillah kijang krista tahun 99 saya masih maknyos...semoga nanti bisa kebeli innova baru,2022-11-21T15:45:54Z,29,2
Pramono,"TAM mulai realistis, meninggalkan &quot;zona aman&quot; rwd &amp; ladder frame, banyak biaya produksi yg bisa dipangkas dialihkan ke feature2 modern. Rwd ladder frame biar spesial buat fortuner sesuai dg keSUVannya",2022-11-21T15:45:28Z,2,1
M Farhan,Innova solaar NAIKKKK HARGAAAA BOSKUHHH🔥🔥🔥🔥,2022-11-21T15:45:11Z,0,0
Johanes Irsan,"akhirnya ada yg bahas keentengan stirnya, udah pake eps brarti ya Om Fit?",2022-11-21T15:44:44Z,0,0
Martin Widjaja,Om..nti klo test...cb puter balik di rute yg sempit dunk...penasirun..Masa ntar ky si Lele legend...,2022-11-21T15:44:36Z,0,0
Rusdi Ihsan,Ini mobil yg kemarin liputan di IPCC ya bang fitra? yg masih di stiker putih semua body nya,2022-11-21T15:44:23Z,0,0
JUDI TRI,"Sayang varian diesel ga ada, kyknya mau saingin Hyundai palisade...",2022-11-21T15:44:11Z,0,0
gus azril,152ps+113ps=186ps<br>serius???🤦,2022-11-21T15:43:44Z,1,0
Rosyiful Fikri,Bikin trip lagi om bareng om mobi dan ridwan naik mobil ini,2022-11-21T15:42:51Z,0,0
Romy Salim,Andai warna velg nya ky mobil&quot; premium lexus brush titanium lebih cakep pasti,2022-11-21T15:42:32Z,0,0
Rusydi Daeng,MVP .... <br>wujud SUV,2022-11-21T15:40:45Z,0,0
Salam Pertanian TV,Mobil Impian 😍😍,2022-11-21T15:39:53Z,3,1
addul kamfret,"market nya makin terbatas, hanya manual + diesel yang all rounder, rawatlah baik baik reborn diesel kalian 😎",2022-11-21T15:39:16Z,3,0
Owen,Selalu Diesel Yang terbaik dan penggerak Belakang yang terbaik.,2022-11-21T15:38:11Z,1,1
farid mawardi,Pintu blkg ditutup suaranya cempreng..,2022-11-21T15:37:01Z,0,0
Gilang Eri,Ya Allah semoga bisa ke beli .. amin,2022-11-21T15:35:59Z,0,0
Bergsantyo Rousstia,"Klo dari harga ngejar santa fe.. Dan membunuh saudaranya voxy. Segmen ini tdk bisa disamakan/dibandingkan dgn yg bersasis ladder frame....konstruksinya sudah beda. Klo mau beli xover/MPV 400-600an pilih Innova Zenix, mau SUV monokok pilih Santafe di rentang harga 600-700an...mau MPV monokok 800an bisa pilih odyssey, mau pilih SUV monokok rentang 800-1M ada CX8,Cx9, palisade.mau MPV 1M keatas ada alphard, vellfire",2022-11-21T15:35:59Z,0,0
Angger 3 Wibowo,Say goodbye RWD,2022-11-21T15:35:39Z,0,0
Marucci,"ganteng bangettt, semoga bisa punya suatu saat nanti",2022-11-21T15:34:09Z,0,0
Yanuar Arafat,Bagaimana dg tingkat kekedapannya,2022-11-21T15:33:36Z,0,0
Akmal;p.o.r,"Sungguh di sayangkan kalo solar di hilangkan di mbil inova ,karna hemat juga kalo pakai solar",2022-11-21T15:33:18Z,1,5
Ilham Eka Prasetya Bakti,mobil dengan akomodasi dan kenyamanan terbaik di kelas nya.. mobil rental terbaik terlaris juga hehehe...bakalan banyak yg ngejual mobil nya buat beli mobil ini seperti nya wkwk...,2022-11-21T15:32:37Z,3,0
Arief Dhannyar,Semoga nantinya yg diesel juga dikeluarkan..,2022-11-21T15:32:07Z,1,0
Brian Candra,"Ruang mesinnya tolong dirapikan, masih ga bisa move on dri venturer, saya punya venturer diesel makin cinta🤣, masih rapian venturer mesinnya",2022-11-21T15:31:52Z,0,0
Deev,"apa ini mobil yg di chanel fitra eri,,  export/import mobil,, yg msi di bungkus ???🤔🤔",2022-11-21T15:31:38Z,0,0
Sonny Joko Prasetyono,"Selain mungkin tekhnologinya, FWD, gril mirip veloz, head lamp seperti fortuner, lampu belakang malah kesan nya punya rush, sementara velg sederhana sekali, nggak two tone",2022-11-21T15:30:55Z,1,7
imam hanafi,Engine bay nya berasa berantakan ya 🙃🙃,2022-11-21T15:30:51Z,0,0
Irfa'i Mazfay,MPV to SUV,2022-11-21T15:29:42Z,0,0
Garage34,"sayang satu aja.. CVT 🤦 reborn diesel 6speed AT itu enak sekali.. bisa di bawa santai juga dibawa aggresive, stop n go nya cepet banget, enak lah yg 6sAT",2022-11-21T15:28:10Z,0,1
Petrus Soeganda,"<a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=5m45s"">5:45</a> Rindu Venturer 2.8 AT 200 HP 50 kg.m<br>580 juta gpp kok",2022-11-21T15:27:41Z,0,1
Roy Martin Hasudungan,jd makin mirip highlander ya model exteriornya,2022-11-21T15:27:08Z,0,0
YW S,"Setuju dengan Bang Adit bahwa Innova Reborn dengan ladder frame sebenarnya kalau diamati masih terasa getaran dan goncangannya, cuma tertutup oleh inersia bodi yang besar dan berat, jadi kenyamanan sudah terasa cukup baik. Wah, kalau yang ini belum bisa dibayangkan pasti nyamannya bikin ketagihan😀",2022-11-21T15:26:32Z,2,2
VIU Family,D tunggu pesaing setianya. Mitsubishi Blum ada pergerakan di Indonesia 😁,2022-11-21T15:26:13Z,1,0
Frogy,Kelebihan Hybrid itu salah satunya karena keiritan bbm tapi apakah biaya perawatannya dalam jangka panjang sebanding dengan keiritannya? Belum lg masalah reabilitasnya krn selain harus ada perawatan mesin konvensionalnya ditambah lg perawatan sistem hybrid dengan baterai nya ditambah dgn perawatan transmisi cvtnya. Sepertinya kurang cocok untuk kendaraan operasional.,2022-11-21T15:25:51Z,1,11
Bang Labon Tutorial,"Wajib epic journey pake toyota inova zenix om.bareng om mobi dan om ridwan hanif, pasti seru bgt om",2022-11-21T15:25:39Z,0,0
Rindra Kurniawan,"cuman sekedar penasaran aja... kalo anda2 sekalian... kalo ada budget 700juta.... anda akan ambil toyota innova zenix tertinggi, atau hyundai kona ev ?",2022-11-21T15:25:11Z,0,2
susanto lian,"Reviewnya bagus, bung fitra memang sudah lejend. Akan tetapi om adit agak kaku dan intonasi kurang jelas terkesan berat, lebih nyaring lutfi. Tapi oke baguss Reviewnya, luar biasa.",2022-11-21T15:23:54Z,0,0
Dicky Taruna,Local contentnya ko menurun ya? Dulu reborn bisa 80% sekarang cuman 60-65% doang😅,2022-11-21T15:23:34Z,0,0
Jin Tae,Wanjir Toyota sekarang Niat Buat Mobil,2022-11-21T15:23:22Z,0,0
speedfreaks14,cakep innova yang Q udah pake add-on bodykit.. tp innova zenix ini bukan menggantikan innova reborn kan? kabarnya varian diesel ttp masih dijual di model innova reborn..,2022-11-21T15:23:20Z,1,0
Teguh Maulana,avanza model gede,2022-11-21T15:23:10Z,0,0
Crabby Cat,"wuling almaz hybrid dengan harga 470jt (sebelumnya menjadi hybrid termurah) baru juga menikmati pasaran beberapa hari, eh udah digoyang sama inova hybrid 452jt, sales wuling meeting besar nih 🤣",2022-11-21T15:23:05Z,5,13
Al Piero,Kenapa harus hijrah gardan depan😢,2022-11-21T15:22:10Z,0,1
Gersom Yudha,apakah masih tetap arogan di jalan ? 🤔,2022-11-21T15:21:44Z,0,0
aldysius,"reviewnya lengkap sekali bung fitra, tapi saya mohon maaf saya masih idamkan Innova reborn sebelum zenix terutama dieselnnya karena powernya besar untuk torsinya. atau fortuner SRZ yang bensin gpp, mobil terlalu banyak elekrik kendala ke depan rentan banyak trouble di electronik, belum dashboard odomerter sudah digital lama2 bisa kena sunbrush,  mesin besar penggerak depan, apakah kaki2 nya kuat dan awet untuk depannya, perlu di pikirkan juga sih.",2022-11-21T15:21:13Z,2,0
zi long,Zenix Seperti veloz versi jumbo,2022-11-21T15:20:47Z,0,0
Rahmat Sijangko,Pada akhirnya semua mobil akan berpenggerak roda depan dan itu tidak bisa dibantah,2022-11-21T15:18:44Z,1,1
zi long,"Sayang sekali ciri khas leader frame RWD puluhan tahun jadi FWD monokok, tapi plus nya ada panoramik sunroff",2022-11-21T15:18:31Z,1,9
Yogi Family Baru Ada Store Official,Blm lama almaz hybrid muncul...kijang jg hrs bikin dong...semoga laris...,2022-11-21T15:18:04Z,0,0
Dedi Masdar,Generasi baru dan langsung enak di pandang mata.,2022-11-21T15:17:33Z,1,1
Mulyadi Muhidin,"Om Fitra kok ada di Arab dan di Indonesia seh, emang om Fitra sdh jadi Wali Al-yutubi yah...?",2022-11-21T15:17:28Z,0,0
Renalydi,Yah kok PENGGERAK DEPAN 😅😅😅😅,2022-11-21T15:16:55Z,1,0
XXXanakorangbiasa,Sekilas seperti harier depanya,2022-11-21T15:16:53Z,1,0
Irjik kholid,"Andai saja ada tipe diesel, pasti mantapp",2022-11-21T15:16:04Z,0,1
Bang Jack,Mirip RAV4 modelnya hehe,2022-11-21T15:15:35Z,0,0
EZUO Pon,We miss diesel :(,2022-11-21T15:15:17Z,1,0
muhamad abdul,Setelah di geruduk sama pabrikan korea sama china jepang udah mulai sadar diri haha,2022-11-21T15:15:07Z,0,0
Eko Budiarto,"Apakah Fortuner mengadopsi Toyota Sequoia yang dipasarkan di Amerika..<br><br><a href=""http://www.youtube.com/results?search_query=%23kitatunggu"">#KitaTunggu</a>",2022-11-21T15:14:53Z,0,0
AL TATA,"Akan lebihantap lg jika kualitas meterial lebih d tingkatkan lg dmna mobil2 mkin kesini kualitas materialnya mkin tipis yg sgat krg tahan benturan n beda sm mobil2 yg sbelum2.a pd th 2000 an, intinya mkin kesini hnya mengutamakan model n hrg mkin mhal, ap lg mkin kesini berat body mkin ringan pasti lebih resiko d kecepatan tinggi meski sistem suspensi sebaik apapun",2022-11-21T15:14:53Z,0,0
Shohibul Quran,Gua Suka Grill Depan nya gagah bett asli,2022-11-21T15:14:36Z,2,1
Mikael Manurung,Habislah pasar si Wuiling🤣🤣🤣,2022-11-21T15:14:30Z,0,0
Mada Maheswara,Om lg adzan itu lebih baik di tunda dlu reviewnya,2022-11-21T15:14:26Z,0,0
Joko Santoso,Nyeles dl bos..,2022-11-21T15:14:16Z,0,0
Anas Nur Muhammad,"kalau adzan, di jeda dulu reviewnya kayanya makin nambah kerennya OM",2022-11-21T15:14:13Z,1,1
ELRojo TV,Desainnya old school.,2022-11-21T15:13:17Z,0,0
Boloe Mahasiswa,"FWD, Badan bongsor, bisa nanjak gk ya kalau diisi orang banyak?",2022-11-21T15:12:00Z,0,0
DANZIG COZY,Keren bgt ini.. Sekilas mirip Toyota Highlander di Amerika,2022-11-21T15:11:42Z,1,1
ARYA BEH,:( paling mengecewakan,2022-11-21T15:11:41Z,1,0
Adam Romichan,Kek Nye review bareng om Moby nih,2022-11-21T15:11:39Z,0,0
Andreas Tanzil,"Hi om Fitra, bisa tlg comment bagaimana keistimewaan kamera 360°-nya donk. Kekurangan Innova Reborn khan tdk ada Moon Roof, wireless charging, &amp; kamera 360°. Tapi Innova Reborn ada Cooling glove Box. Kalo Zeniq apakah ada cooling glove Box?",2022-11-21T15:08:57Z,0,1
Gilang Alfarez,Saya kira avanza yg di besarkan.,2022-11-21T15:07:41Z,0,0
hafit,Setiap ada mobil baru pasti nonton<br>Merk tipe apapun <br>Hingga saat ini blm satu pun sanggup d beli.. <br>😁 hanya mampu menonton aja..,2022-11-21T15:07:26Z,1,5
Agung Dyta,bisa buat kampanye 2024,2022-11-21T15:06:31Z,0,0
Mawardi MW,Wiper nya jadul (?),2022-11-21T15:05:46Z,0,0
rudi yanto,&quot;Kijang memang tiada duanya&quot;,2022-11-21T15:05:45Z,2,1
Muhammad Fadly,"Depan nya campuran eritga, veloz, ford",2022-11-21T15:05:35Z,0,0
Muhammad ihsan,Datsun Go versi dewasa,2022-11-21T15:05:29Z,1,0
Kinn,Sayonara Cumi Darat:),2022-11-21T15:04:50Z,0,0
Ardhy Akhmad,Car enthusiast macem bung fitra bs d jadiin panutan.. Liat aja ntar dia beli apa ngga.. Kalo ngga brarti B aja.. 😂,2022-11-21T15:04:41Z,0,0
Buyung Buyung,Kok pendek ?!?  Chasis  🤔🤔🤔<br>Ini Terios.<br>🤨🤨🤨,2022-11-21T15:03:39Z,0,1
sony maharanto,Yah akhirnya manual punah..deh..,2022-11-21T15:03:29Z,0,0
YOGA_MOTOVLOG,Wah inova sudah gak bisa jadi cumi-cumi darat 😁😁,2022-11-21T15:03:27Z,0,0
YOSAN MUSIC ENTERTAIMENT ENTERTAIMENT,Sayangg penggerak depan..next tinggal lihat minor nya ...tanjakan terutama,2022-11-21T15:03:15Z,0,0
Muhamad Nur,"Pertahankan reviwe yg seperti ini Om Fitra, padat berisi n komplit penjelasan fiturnya, durasinya tidak kepanjangan. Sukses OM Fitra.",2022-11-21T15:02:42Z,8,2
andromeda navigator,Keren dengan harga masih di bawah fortuner namun fitur gak kalah sama fortuner dan pajero tapi memang beda segmen semua ada penggemar masing2....kelihatan mahal tapi namanya kijang akan tetap laku terjual....lihat saja bentar lagi bakal beekeliaran di jalan2 ini mobil...👍👍👍,2022-11-21T15:01:44Z,7,6
Reza Valent,"Om, trip lg dong nnti pake zenix bareng om mobi sama bang ridwan",2022-11-21T15:00:36Z,0,0
Sekedar Mahfud,Ini innova yg kemarin masih di bungkus di IPCC yg katanya Om Fitra masih dirahasiakan itu ya...,2022-11-21T14:59:12Z,0,0
Simply Me,Type G tinggal diganti velg aja biar tambah cakep 😍😍,2022-11-21T14:59:04Z,0,1
Achmad Fauzi,Terasa dewasa,2022-11-21T14:58:24Z,0,0
Jody Arief,Mobil 500 jutaan tdk ada foglamp tdk ada drl...hellooo toyota,2022-11-21T14:58:18Z,0,0
Eko Andre,Klo menurut saya mesin diesel lebih terjamin di segala medan,2022-11-21T14:57:58Z,1,0
Ahlinya Ahli,Habislah nasib KIA All New Carens 1.4 turbo. Habis bis bis. LEWAT!!!!,2022-11-21T14:57:58Z,0,0
"Hi, 1626",Sedang menunggu pecinta 1GD/1KD hardcore untuk swap engine ke Innova baru,2022-11-21T14:57:53Z,0,0
wira usaha kost kost an,Pengen punya inova solar aja blm kesampaian sdh di stop,2022-11-21T14:57:21Z,0,0
Just Push Play,Ngapain sih spatbor depannya dikasih plastik 🙈,2022-11-21T14:56:36Z,0,0
Bos Review,Kalau rusak hybrit 🙄,2022-11-21T14:56:35Z,0,0
Dimas a k,Om fitra udah pulang dari umroh kah ?,2022-11-21T14:56:33Z,0,0
Ahmad Putra,Yang di tunggu riview nya,2022-11-21T14:56:21Z,0,0
pemuas janda,Dominasi fortuter gr akan segera tergantikan innova zenix kayaknya🤔,2022-11-21T14:56:16Z,1,0
anungseto manggolono,Kalo yg non hybrid konsumsi bbm nya brp tuh mas Eri?<br>Lalu utk yg hybrid apakah sistem charging electricity nya spt nissan kicks (revisi) dimana mesin mbl jd generator utk mengisi listriknya?,2022-11-21T14:55:51Z,1,3
michael16,Makin panjang namanya Toyota Kijang Innova Zenix 😅,2022-11-21T14:55:35Z,1,0
